lapsed,age,sex,region,nregions,memtype,memmonths,mem_mag1,mem_mag2,hasemail,r1,r2,r3,r.quick,extra,intl,r.intl,allgames1yr,allgames5yr,fastevents,medevents,slowevents,nfloor
N,12,M,reg102,1,N,43,N,N,N,NA,471,1197,1710,N,N,NA,81,102,0,25,1,0
Y,15,M,reg112,1,N,268,N,N,Y,NA,905,905,1262,N,N,NA,0,10,0,3,0,0
Y,14,M,reg154,1,N,17,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,10,M,reg143,1,N,67,N,N,Y,670,428,831,1161,N,N,NA,15,30,0,7,0,0
Y,10,NA,reg127,1,N,22,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,1,0,0
Y,10,M,reg112,1,N,102,N,N,Y,396,896,1699,2399,N,N,NA,45,114,0,27,0,0
Y,11,M,reg102,1,N,164,N,N,Y,2491,2456,2454,3431,N,N,NA,0,413,3,96,15,0
Y,8,M,reg155,1,N,82,N,N,Y,709,622,646,909,N,N,NA,10,111,1,20,2,0
Y,9,M,reg132,1,N,18,N,N,Y,NA,NA,246,NA,N,N,NA,4,4,0,0,1,0
Y,12,M,reg133,1,N,85,N,N,N,790,855,942,1345,N,N,NA,15,45,0,9,0,0
Y,16,M,reg112,1,N,297,N,N,N,2191,2246,2107,3087,N,N,NA,22,183,0,28,5,0
Y,9,M,reg112,1,N,30,N,N,Y,NA,NA,640,910,N,N,NA,28,31,0,9,0,0
Y,24,M,reg128,1,N,11,N,N,Y,NA,NA,NA,NA,N,N,NA,2,2,0,1,1,0
N,63,M,reg142,1,N,591,N,N,Y,2362,2598,2559,2925,N,N,NA,35,194,0,6,50,0
N,10,M,reg112,1,N,55,N,N,Y,NA,NA,1142,1613,N,N,NA,71,80,0,27,0,0
N,9,M,reg147,1,N,80,N,N,Y,476,888,1209,1631,N,N,NA,45,91,20,17,4,0
N,53,M,reg123,1,N,601,N,N,Y,NA,1606,1422,NA,N,N,NA,3,6,0,0,2,0
Y,8,M,reg102,1,N,60,N,N,Y,NA,1884,2076,2858,N,N,NA,45,120,0,33,0,0
Y,32,M,reg140,1,N,1,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,58,M,reg114,1,N,11,N,N,Y,2649,2650,2648,3725,Y,N,NA,8,8,0,1,1,0
Y,10,M,reg103,1,F,26,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,25,M,reg104,1,N,352,N,N,Y,1525,1523,1384,1847,N,N,NA,3,6,0,2,0,0
Y,9,M,reg114,1,N,28,N,Y,Y,NA,NA,876,1239,N,N,NA,13,13,0,4,0,0
N,8,F,reg102,1,N,56,N,N,Y,NA,339,1255,1660,N,N,NA,58,80,0,19,1,0
Y,9,M,reg132,1,N,26,N,Y,Y,NA,NA,911,1299,N,N,NA,10,10,0,1,2,0
Y,10,F,reg102,1,N,47,N,N,N,NA,328,328,289,N,N,NA,0,7,1,2,0,0
N,53,M,reg114,1,N,616,N,N,Y,2603,2562,2551,3418,N,Y,NA,9,90,11,16,16,0
N,50,M,reg146,1,N,10,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,35,M,reg126,1,N,424,Y,N,Y,2120,2120,2121,NA,N,N,NA,0,0,0,0,0,0
N,67,M,reg141,1,N,274,Y,N,Y,2903,3018,2976,3997,N,N,NA,44,224,2,0,76,13
N,68,M,reg126,1,N,131,Y,N,N,2232,2233,2230,3012,N,N,NA,0,35,0,14,1,0
Y,8,NA,reg127,1,N,20,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,2,0,0
Y,19,M,reg112,1,N,51,N,N,Y,NA,NA,NA,2008,N,N,NA,0,0,8,0,0,0
N,53,M,reg102,1,N,606,Y,N,Y,3292,3295,2935,NA,N,Y,2944,35,35,0,0,7,0
Y,32,M,reg125,1,N,208,Y,N,Y,1726,1722,1722,NA,N,N,NA,0,0,0,0,0,0
N,51,M,reg155,1,N,290,Y,N,Y,3106,3094,3092,4175,N,N,NA,0,27,1,5,5,1
N,11,M,reg135,1,A,51,N,Y,Y,NA,1094,2079,3009,N,Y,NA,75,133,2,32,1,0
Y,14,M,reg137,1,N,49,N,N,Y,NA,322,471,652,N,N,NA,26,30,0,10,0,0
N,53,M,reg127,1,N,292,Y,N,Y,2002,2001,2000,NA,Y,Y,NA,0,22,0,0,4,0
N,67,M,reg103,1,N,283,Y,N,N,1594,1596,1717,2363,N,N,NA,4,4,0,1,0,0
N,8,M,reg112,1,F,24,N,N,Y,NA,NA,667,952,N,N,NA,24,24,1,5,0,0
N,11,M,reg127,1,N,29,N,N,Y,NA,NA,2506,3166,N,N,NA,161,161,0,40,12,0
N,11,M,reg146,1,N,71,N,Y,Y,1360,1302,1306,1053,N,N,NA,0,59,0,6,6,0
N,12,M,reg153,1,N,4,N,N,Y,NA,NA,626,888,N,N,NA,3,3,0,1,0,0
Y,12,M,reg154,1,N,94,N,N,Y,264,593,627,892,N,N,NA,5,19,0,4,1,1
Y,7,M,reg112,1,N,53,N,N,Y,NA,515,1175,1631,N,N,NA,59,101,0,17,2,0
Y,12,M,reg132,1,N,4,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,8,M,reg127,1,N,54,N,N,Y,NA,612,412,572,N,N,NA,11,15,0,4,0,0
N,62,M,reg103,1,N,282,N,N,Y,3263,3177,3265,4294,N,Y,NA,50,238,20,5,48,0
Y,17,M,reg133,1,N,17,N,N,Y,NA,NA,535,755,N,N,NA,5,5,0,1,0,0
N,7,M,reg132,1,N,1,N,N,Y,NA,NA,336,477,N,N,NA,0,0,0,0,0,0
Y,10,M,reg114,1,N,33,N,N,Y,NA,NA,516,817,N,N,NA,30,34,0,10,0,0
N,73,M,reg123,1,N,451,Y,N,Y,2395,2396,2396,NA,N,N,NA,0,31,0,0,6,4
Y,8,M,reg132,1,N,27,N,N,N,NA,NA,647,900,N,N,NA,14,14,0,3,0,0
Y,15,M,reg154,1,N,72,Y,N,Y,1235,1054,1054,1492,N,N,NA,0,8,0,2,0,0
Y,10,F,reg102,1,N,143,N,N,Y,246,246,246,342,N,N,NA,0,13,0,3,0,0
N,14,M,reg118,1,F,39,N,N,Y,NA,NA,781,NA,N,N,NA,5,5,0,0,1,0
N,11,M,reg150,1,N,48,N,N,N,NA,NA,NA,1323,N,N,NA,0,0,18,0,0,0
Y,13,F,reg135,1,N,34,N,N,Y,NA,618,1196,1765,N,N,NA,15,31,0,9,0,0
N,48,M,reg154,1,F,186,Y,N,Y,1818,1681,1737,2202,N,Y,NA,18,61,0,8,30,0
Y,10,M,reg112,1,N,10,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,9,NA,reg126,1,N,12,N,N,N,NA,NA,811,1150,N,N,NA,17,17,0,4,0,0
Y,12,M,reg112,1,N,113,N,Y,Y,630,632,500,713,N,N,NA,31,61,0,14,0,0
N,64,M,reg155,1,N,581,Y,N,Y,2111,2075,2128,2841,N,Y,NA,22,104,4,6,27,0
N,32,M,reg111,1,N,178,N,N,Y,3109,3064,3025,3934,N,N,NA,23,221,7,20,29,0
Y,9,M,reg132,1,N,74,N,N,N,197,788,744,1052,N,N,NA,37,80,0,15,2,0
N,16,M,reg143,1,N,190,N,N,Y,1466,1465,1242,1695,N,N,NA,17,54,0,12,0,0
Y,13,M,reg143,1,N,10,N,N,Y,NA,NA,674,953,N,N,NA,5,5,0,1,0,0
N,76,M,reg137,1,N,451,Y,N,N,NA,NA,NA,3251,Y,N,NA,0,0,0,0,0,0
N,13,F,reg106,1,F,15,N,N,N,NA,NA,849,1177,N,N,NA,11,11,0,2,0,0
N,47,M,reg118,1,N,289,Y,N,Y,2737,2735,2741,3981,N,N,NA,4,4,1,1,0,0
Y,42,M,reg143,1,N,20,Y,N,N,NA,NA,1886,2729,N,N,NA,6,6,0,1,1,0
Y,10,M,reg106,1,N,5,N,N,Y,NA,NA,696,980,N,N,NA,4,4,0,1,0,0
N,21,M,reg143,1,N,26,N,N,N,NA,NA,4212,5794,N,Y,4087,59,59,3,0,10,0
N,30,M,reg113,1,N,134,N,N,N,2635,2449,2540,3695,N,N,NA,101,412,156,90,24,11
Y,9,M,reg150,1,A,10,N,Y,Y,NA,NA,409,562,N,N,NA,10,10,0,2,0,0
Y,19,M,reg129,1,N,48,Y,N,Y,NA,550,881,NA,N,N,NA,7,14,0,0,4,0
N,66,M,reg103,1,N,195,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,10,M,reg143,1,N,13,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,15,M,reg154,1,N,144,N,N,Y,1978,1978,2910,3919,N,N,NA,102,118,1,29,4,0
N,13,M,reg142,1,N,110,N,N,Y,1588,1920,2142,2917,N,N,NA,25,121,1,34,1,0
Y,15,M,reg102,1,N,39,Y,N,N,NA,805,1292,1868,N,N,NA,4,16,0,4,0,0
N,31,M,reg106,1,N,213,N,N,N,3241,3219,3143,4235,N,N,NA,8,88,0,0,28,0
N,7,M,reg112,1,N,48,N,N,Y,NA,203,310,445,N,N,NA,9,19,0,4,0,0
Y,14,M,reg112,1,F,22,N,N,Y,NA,NA,560,793,N,N,NA,4,4,0,1,0,0
Y,9,F,reg102,1,N,36,N,N,Y,NA,414,912,949,N,N,NA,75,82,0,18,2,0
N,61,M,reg105,1,N,222,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,11,M,reg112,1,N,133,N,N,N,713,1030,1610,2286,N,N,NA,34,94,0,16,0,0
Y,7,M,reg114,1,N,28,N,Y,Y,NA,NA,NA,NA,N,N,NA,3,3,0,1,0,0
Y,19,F,reg111,1,F,21,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,12,M,reg112,1,N,142,N,N,N,646,1329,1337,2292,N,N,NA,59,244,0,42,3,0
Y,9,M,reg112,1,N,19,N,N,N,NA,NA,652,923,N,N,NA,14,14,0,3,0,0
Y,16,M,reg103,1,N,5,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,63,M,reg117,1,N,270,Y,N,Y,2837,2836,2836,NA,N,N,NA,0,0,0,0,0,0
Y,13,F,reg112,1,N,40,N,N,Y,NA,970,901,1170,N,N,NA,17,22,0,4,1,0
Y,59,M,reg147,1,N,112,N,N,Y,2633,2636,2635,NA,Y,N,NA,0,0,0,0,0,0
Y,11,M,reg129,1,N,6,N,N,Y,NA,NA,188,260,N,N,NA,4,4,0,1,0,0
Y,13,F,reg140,1,N,9,N,N,Y,NA,NA,1016,1434,N,N,NA,4,4,0,1,0,0
Y,9,M,reg132,1,N,16,N,N,N,NA,NA,665,868,N,N,NA,5,5,0,1,0,0
Y,12,M,reg102,1,F,103,N,N,N,1627,1609,2247,3092,N,Y,NA,164,379,0,83,12,0
N,65,M,reg146,1,N,279,Y,N,N,1947,1982,1930,NA,N,N,NA,9,33,0,0,8,0
N,71,M,reg106,1,N,348,Y,N,Y,2737,2771,2821,3832,N,N,NA,95,454,20,70,74,43
Y,10,M,reg150,1,N,13,N,Y,Y,NA,NA,NA,NA,N,N,NA,1,1,0,1,0,1
N,60,M,reg146,1,N,166,Y,N,Y,1404,1822,1551,1155,N,N,NA,20,121,0,15,19,0
Y,12,M,reg112,1,A,143,N,N,N,1173,1175,1246,1863,N,N,NA,32,155,0,28,3,0
Y,16,M,reg145,1,N,14,N,N,Y,NA,NA,1071,1274,N,N,NA,14,14,3,1,2,0
N,26,M,reg127,2,N,275,N,N,Y,3589,3607,3819,5177,N,Y,3871,205,329,3,61,18,0
N,14,M,reg146,1,N,13,N,N,Y,NA,NA,626,NA,N,N,NA,28,28,1,0,5,0
Y,55,M,reg154,1,N,275,Y,N,N,3142,3144,3142,4128,N,N,NA,0,0,0,0,0,0
Y,10,M,reg127,1,N,128,N,N,N,1832,1901,1797,2579,N,N,NA,15,234,1,52,11,0
Y,16,M,reg150,1,N,6,N,N,N,NA,NA,NA,NA,N,N,NA,2,2,0,1,0,0
N,12,F,reg127,1,N,133,N,N,Y,1172,1574,2120,2992,N,N,NA,63,144,0,34,3,0
N,59,M,reg133,1,N,182,Y,N,Y,778,778,778,835,N,N,NA,0,11,0,2,1,0
Y,9,M,reg129,1,N,21,N,N,Y,NA,NA,550,773,N,N,NA,13,13,0,4,0,0
Y,23,M,reg123,1,N,16,N,N,Y,NA,NA,2070,2745,N,N,NA,6,6,0,2,0,0
Y,9,M,reg112,1,N,29,N,N,N,NA,NA,795,1095,N,N,NA,8,8,0,3,0,0
N,13,M,reg133,1,N,122,N,Y,Y,1894,2080,2606,3025,N,N,NA,56,174,3,24,13,0
N,29,M,reg111,1,N,444,Y,N,Y,2175,2175,2718,3746,N,Y,NA,13,13,0,1,3,0
Y,11,NA,reg112,1,N,14,N,N,N,NA,NA,190,267,N,N,NA,4,4,0,1,0,0
Y,10,M,reg137,1,N,41,N,Y,Y,NA,630,627,1149,N,N,NA,0,7,1,1,0,0
Y,14,M,reg140,1,F,268,N,N,Y,1862,1859,2061,2888,N,N,NA,52,217,0,48,1,0
N,12,M,reg127,1,N,36,N,N,Y,NA,733,1654,1741,N,Y,NA,91,108,2,25,4,0
Y,9,M,reg118,1,N,13,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,6,M,reg127,1,N,12,N,N,Y,NA,NA,520,732,N,N,NA,6,6,0,2,0,0
N,22,M,reg155,3,N,307,Y,N,Y,3227,3324,3283,3906,N,Y,NA,11,170,4,17,41,0
N,12,F,reg155,1,F,44,Y,N,Y,NA,1293,1633,2396,N,Y,NA,45,64,0,15,3,0
Y,11,F,reg112,1,N,54,N,N,N,NA,186,200,283,N,N,NA,14,18,0,4,0,0
N,54,M,reg102,1,N,282,Y,N,Y,2474,2471,2471,NA,Y,N,NA,0,0,0,0,0,0
Y,9,M,reg126,1,N,13,N,N,Y,NA,NA,240,345,N,N,NA,4,4,0,1,0,0
Y,65,M,reg112,1,N,23,Y,N,Y,NA,NA,NA,4113,N,N,NA,3,3,1,1,1,0
N,49,M,reg106,1,N,105,Y,N,N,2705,2702,2705,NA,N,N,NA,0,0,0,0,0,0
Y,44,M,reg142,1,N,124,Y,N,Y,2762,2927,2924,4143,N,N,NA,0,88,0,2,25,0
Y,8,F,reg112,1,N,52,N,N,N,NA,878,839,1190,N,N,NA,20,60,0,12,0,0
Y,17,M,reg127,1,N,42,N,N,N,NA,697,736,1006,N,N,NA,14,23,0,5,0,0
N,15,M,reg146,1,N,188,N,N,Y,1795,2452,2938,3794,N,Y,NA,65,177,5,29,15,0
Y,45,M,reg127,1,F,57,Y,N,Y,NA,NA,2422,NA,N,N,NA,5,5,0,0,2,0
N,17,M,reg127,1,N,9,N,N,Y,NA,NA,1513,2082,N,N,NA,4,4,0,1,0,0
N,15,M,reg103,1,A,19,N,N,N,NA,NA,2044,3225,N,N,NA,24,24,0,1,4,0
Y,10,F,reg140,1,N,67,N,N,Y,209,419,931,1822,N,N,NA,92,178,0,34,3,0
N,6,M,reg140,1,N,22,N,Y,N,NA,NA,239,337,N,N,NA,23,23,0,5,0,0
N,13,M,reg102,1,N,74,N,Y,Y,1173,1787,2467,3301,N,N,NA,33,122,3,25,6,0
Y,16,M,reg137,1,N,19,N,N,N,NA,NA,459,607,N,N,NA,4,4,0,1,0,0
N,13,M,reg112,1,F,22,N,N,Y,NA,NA,1161,1650,N,N,NA,33,73,0,15,0,0
Y,18,M,reg112,1,N,327,N,N,N,1270,1269,1269,1690,N,N,NA,0,0,0,0,0,0
N,10,M,reg142,1,N,62,N,Y,Y,NA,1364,1182,1559,N,N,NA,70,184,11,24,25,0
Y,51,M,reg102,1,N,274,N,N,Y,3456,3573,3424,4614,N,Y,3620,111,528,0,129,26,28
N,8,M,reg103,1,N,52,N,Y,Y,NA,876,841,1200,N,N,NA,24,44,0,11,0,0
N,11,M,reg127,1,N,64,N,N,Y,693,1862,2573,2864,N,Y,NA,87,162,0,28,13,0
Y,12,F,reg106,1,N,131,N,N,N,461,670,913,1118,N,N,NA,7,46,0,7,3,0
Y,15,NA,reg145,1,N,10,N,N,N,NA,NA,1204,NA,N,N,NA,9,9,0,0,2,0
Y,44,M,reg117,1,N,55,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,33,M,reg143,1,N,59,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,36,M,reg105,1,N,98,N,N,Y,2157,2156,2156,NA,N,N,NA,0,0,0,0,0,0
N,7,M,reg129,1,N,19,N,N,Y,NA,NA,1039,1595,N,N,NA,29,29,0,7,1,0
N,15,F,reg112,1,N,171,N,N,Y,2944,3032,3090,4067,N,Y,3330,30,350,0,79,26,0
N,32,M,reg118,1,N,13,N,N,Y,NA,NA,3056,3860,N,Y,NA,15,15,1,0,4,0
N,13,F,reg127,1,N,109,N,N,Y,1327,1774,1831,2558,N,N,NA,12,90,1,21,3,0
N,68,M,reg127,1,N,287,Y,N,Y,2849,2928,2836,3687,N,Y,2870,74,408,0,23,72,3
N,10,M,reg127,1,N,78,N,Y,Y,2327,2420,2595,3296,N,Y,NA,62,213,0,39,17,0
Y,12,M,reg127,1,N,11,N,N,N,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,12,M,reg137,1,N,153,N,N,Y,458,461,1376,1929,N,N,NA,29,33,0,8,0,0
Y,11,M,reg127,1,N,18,N,N,N,NA,NA,450,634,N,N,NA,10,10,0,2,0,0
Y,16,M,reg132,1,N,101,N,N,Y,1292,1658,1561,2245,N,N,NA,18,70,0,3,8,0
Y,15,F,reg147,1,N,14,N,N,N,NA,NA,1114,1512,N,N,NA,14,14,0,4,0,0
Y,11,F,reg114,1,N,163,N,Y,Y,196,435,686,980,N,N,NA,13,53,0,16,0,1
Y,8,M,reg106,1,N,21,N,N,N,NA,NA,427,514,N,N,NA,5,5,0,1,0,0
N,8,M,reg106,1,N,17,N,N,Y,NA,NA,878,1250,N,N,NA,8,8,0,3,0,0
N,13,M,reg102,1,N,167,N,N,N,2756,2937,2978,4026,N,Y,NA,35,429,1,81,22,0
Y,8,M,reg150,1,N,17,N,Y,Y,NA,NA,192,271,N,N,NA,7,7,0,2,0,0
Y,9,M,reg109,1,N,76,N,Y,Y,488,398,932,1326,N,N,NA,15,37,0,8,0,0
N,7,M,reg133,1,N,23,N,N,Y,NA,NA,560,735,N,N,NA,16,16,0,5,0,1
Y,21,M,reg139,1,N,342,Y,N,Y,2804,2802,2789,3474,N,N,NA,0,16,0,0,3,0
Y,9,M,reg112,1,N,108,N,N,Y,2086,2622,2481,3435,N,Y,NA,9,336,0,81,9,0
N,10,M,reg133,1,N,14,N,N,Y,NA,NA,1300,1362,N,N,NA,17,17,0,4,1,0
Y,70,M,reg114,1,N,9,Y,N,N,NA,NA,NA,NA,N,N,NA,2,2,0,0,1,0
N,10,M,reg118,1,N,42,N,Y,Y,NA,560,574,759,N,N,NA,4,13,0,3,0,0
Y,11,M,reg143,1,N,78,N,N,Y,195,217,264,364,N,N,NA,14,29,0,7,0,0
Y,11,M,reg132,1,A,17,N,N,N,NA,NA,189,263,N,N,NA,4,4,0,1,0,0
N,53,M,reg135,1,N,192,Y,N,Y,1842,1844,1844,2611,N,N,NA,0,3,0,1,0,0
Y,36,M,reg112,1,N,555,Y,N,Y,2354,2355,2355,2655,N,N,NA,0,0,0,0,0,0
N,11,M,reg114,1,N,137,N,Y,Y,2163,2836,3220,3512,N,Y,NA,137,408,7,20,64,0
N,10,M,reg127,1,N,2,N,N,Y,NA,NA,704,990,N,N,NA,0,0,0,0,0,0
Y,13,F,reg110,1,N,83,N,N,N,1010,1010,878,1250,N,N,NA,5,28,0,5,0,0
Y,65,M,reg127,1,N,273,Y,N,Y,2879,2880,2883,NA,Y,N,NA,0,0,0,0,0,0
Y,13,F,reg137,1,N,13,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,65,M,reg119,1,N,29,Y,N,Y,2982,2978,2978,4445,Y,Y,NA,0,0,0,0,0,0
N,10,F,reg127,1,N,54,N,N,Y,NA,944,891,1222,N,N,NA,5,10,0,3,0,0
Y,9,M,reg102,1,N,38,N,N,Y,NA,517,905,1250,N,N,NA,25,33,0,8,0,0
N,15,M,reg127,1,N,188,Y,N,Y,885,1140,2234,2667,N,Y,NA,34,47,3,4,5,0
Y,9,M,reg114,1,N,22,N,N,N,NA,NA,189,472,N,N,NA,0,0,3,0,0,0
N,7,M,reg127,1,N,9,N,N,N,NA,NA,903,1257,N,N,NA,15,15,0,3,0,0
N,61,M,reg143,1,N,272,Y,N,Y,2953,2954,2955,NA,N,N,NA,0,0,0,0,0,0
Y,43,M,reg102,1,N,45,N,N,Y,NA,NA,3055,NA,N,N,NA,22,25,0,0,6,0
N,61,M,reg112,1,N,272,Y,N,Y,2411,2411,2414,NA,Y,N,NA,0,0,0,0,0,0
Y,16,M,reg114,1,F,286,N,N,N,1581,1582,1583,2047,N,N,NA,0,18,0,1,2,0
Y,44,M,reg127,1,N,439,Y,N,Y,2206,2204,2204,NA,N,N,NA,0,0,0,0,0,0
Y,54,F,reg117,1,N,27,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,12,M,reg111,1,N,83,N,N,Y,192,188,451,618,N,N,NA,9,13,0,3,0,0
N,11,F,reg126,1,N,17,N,N,N,NA,NA,511,726,N,N,NA,18,18,0,5,0,0
Y,24,M,reg129,1,N,115,N,N,Y,2487,2478,2480,3532,N,N,NA,0,51,1,3,12,0
Y,52,M,reg154,1,N,21,Y,N,Y,NA,NA,1784,2444,N,N,NA,12,12,0,2,1,0
N,6,M,reg112,1,F,20,N,N,Y,NA,NA,791,1116,N,N,NA,35,35,0,7,0,0
N,63,M,reg127,1,N,272,Y,N,Y,3286,3283,3283,NA,N,N,NA,0,0,0,0,0,0
Y,9,M,reg129,1,N,45,N,Y,Y,NA,606,677,950,N,N,NA,24,39,0,11,0,0
Y,12,M,reg147,1,N,24,N,N,Y,NA,NA,740,1013,N,N,NA,12,12,0,2,0,0
N,71,M,reg127,1,N,251,Y,N,Y,2465,2466,2714,3372,N,Y,NA,15,162,0,1,37,0
Y,7,F,reg127,1,F,5,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,19,M,reg127,1,N,259,N,N,Y,3005,3009,3153,2728,N,Y,NA,5,21,0,0,4,0
N,4,F,reg130,1,N,0,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
N,10,M,reg106,1,N,29,N,N,N,NA,NA,1205,1659,N,N,NA,42,42,0,10,0,0
Y,10,F,reg112,1,N,50,N,N,N,NA,192,210,300,N,N,NA,21,26,0,6,0,0
Y,31,M,reg137,1,N,123,Y,N,Y,2131,2824,2735,3543,N,Y,NA,26,90,5,6,17,0
Y,61,F,reg126,1,N,24,Y,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,9,M,reg145,1,N,14,N,Y,N,NA,NA,NA,NA,N,N,NA,4,4,0,1,0,0
N,45,F,reg137,1,F,24,N,N,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,44,M,reg112,1,N,7,N,N,Y,NA,NA,975,1347,N,N,NA,12,12,0,4,0,0
N,17,M,reg132,1,N,195,N,N,Y,2220,2228,2393,2779,N,Y,NA,5,172,0,33,7,0
Y,19,M,reg132,1,N,261,N,N,Y,2803,2804,2804,2665,N,N,NA,0,87,0,0,17,0
N,19,M,reg119,1,N,358,N,N,Y,1432,1644,1644,2363,N,N,NA,0,19,0,5,0,0
N,27,M,reg150,1,N,347,Y,N,Y,1889,1995,2089,2509,N,N,NA,7,24,0,1,8,0
Y,11,M,reg114,1,F,19,Y,N,Y,NA,NA,577,802,N,N,NA,7,7,0,2,0,0
N,30,F,reg111,1,N,464,N,N,Y,2895,2879,3023,3904,N,N,NA,44,128,5,8,21,0
Y,18,F,reg111,1,N,363,N,N,Y,2195,2274,2370,3202,N,N,NA,17,153,1,17,13,0
Y,9,M,reg127,1,N,110,N,N,Y,298,296,343,476,N,N,NA,4,27,0,7,0,0
Y,16,F,reg143,1,F,285,N,N,Y,185,183,186,262,N,N,NA,0,0,0,0,0,0
Y,49,M,reg105,2,N,560,Y,N,Y,2984,2981,3093,4322,N,Y,NA,31,142,7,26,42,0
Y,6,M,reg154,1,N,4,N,Y,Y,NA,NA,NA,NA,N,N,NA,0,0,0,0,0,0
Y,9,F,reg127,1,N,18,N,N,N,NA,NA,NA,296,N,N,NA,0,0,4,0,0,0
N,7,M,reg132,1,N,6,N,N,Y,NA,NA,705,912,N,N,NA,10,10,0,2,0,0
Y,45,M,reg150,1,N,444,Y,N,Y,2632,2632,2633,3844,N,N,NA,0,58,14,19,5,5
N,69,M,reg106,1,N,281,Y,N,Y,2001,1999,1997,NA,N,N,NA,0,0,0,0,0,0
Y,8,F,reg114,1,N,19,N,N,N,NA,NA,197,272,N,N,NA,11,11,0,2,0,0
Y,57,M,reg147,1,N,247,Y,N,Y,2904,2948,3013,3663,N,Y,3111,48,435,1,33,81,48
N,10,M,reg114,1,N,19,N,N,N,NA,NA,963,1383,N,N,NA,21,21,0,5,0,0
Y,13,M,reg108,1,N,130,N,N,Y,1007,1009,1006,1381,N,N,NA,0,8,0,2,0,0
Y,32,M,reg137,1,N,545,Y,N,Y,2747,2751,2735,NA,N,N,NA,4,4,0,0,1,0
N,13,M,reg112,1,N,84,N,N,Y,1212,1714,1679,2364,N,N,NA,34,86,0,18,1,0
Y,10,M,reg137,1,N,140,N,N,Y,2104,2225,1957,2715,N,N,NA,18,227,1,43,8,0
Y,10,M,reg102,1,N,22,N,N,Y,NA,NA,187,265,N,N,NA,4,4,0,1,0,0
Y,70,M,reg123,1,N,52,Y,N,Y,NA,1804,1795,NA,N,N,NA,3,7,0,0,2,0
N,13,M,reg112,1,N,112,N,N,N,784,1361,1239,2028,N,N,NA,46,125,0,22,2,0
Y,13,M,reg119,1,N,110,N,N,Y,804,825,520,734,N,N,NA,17,67,0,16,0,0
N,75,M,reg127,1,N,51,Y,N,Y,2893,2831,2828,3763,N,Y,NA,0,25,0,1,4,0
Y,11,M,reg106,1,N,71,N,N,Y,192,249,428,615,N,N,NA,10,20,0,4,0,0
Y,10,M,reg150,2,A,119,N,N,Y,605,606,1098,1537,N,N,NA,28,50,1,12,0,0
N,44,M,reg106,1,N,581,N,N,N,3226,3261,3277,4157,N,N,NA,6,65,0,0,24,0
Y,39,M,reg133,1,F,581,Y,N,Y,3197,3194,3194,4739,N,N,NA,0,3,0,0,1,0
N,9,M,reg111,1,N,19,N,N,Y,NA,NA,998,1392,N,N,NA,17,17,0,4,0,0
Y,9,M,reg123,1,N,20,N,Y,Y,NA,NA,210,295,N,N,NA,14,14,0,4,0,0
Y,36,M,reg102,1,N,120,Y,N,Y,NA,NA,2476,NA,N,N,NA,16,16,0,0,4,0
Y,6,M,reg133,1,N,6,N,Y,Y,NA,NA,192,270,N,N,NA,4,4,0,1,0,0
N,8,M,reg112,1,N,17,N,N,N,NA,NA,876,1243,N,N,NA,15,15,0,3,0,0
Y,10,M,reg106,1,N,41,N,Y,Y,NA,273,437,608,N,N,NA,5,10,0,2,0,0
Y,16,M,reg143,1,N,22,N,N,Y,NA,NA,188,263,N,N,NA,8,8,0,2,0,0
N,78,M,reg102,1,N,451,Y,N,N,2078,2150,2143,3182,N,N,NA,2,23,0,0,5,0
N,11,M,reg135,1,N,21,N,N,Y,NA,NA,468,734,N,N,NA,10,10,0,2,0,0
N,45,M,reg146,1,N,560,Y,N,Y,2842,2804,2958,3992,N,N,NA,20,69,0,1,15,0
